,dimensions,count,frequency
2036,"10 x 6 1/2 x 6 3/4"" (25.4 x 16.5 x 17.2 cm)",2,0.0001626280696048138
2037,".1: 7 5/8 x 9 5/8"" (19.4 x 24.4cm)
.2: 6 5/8 x 7 7/8"" (16.8 x 20cm)",2,0.0001626280696048138
2038,"composition (irreg.): 12 1/8 × 9 1/4"" (30.8 × 23.5 cm); page (each irreg.): 13 1/8 × 10 1/16"" (33.4 × 25.5 cm)",2,0.0001626280696048138
2039,"composition (irreg.): 3 1/4 × 4 5/8"" (8.3 × 11.8 cm); page: 9 15/16 × 8 1/8"" (25.2 × 20.6 cm)",2,0.0001626280696048138
2040,"23 1/2 x 32"" (59.7 x 81.3 cm)",2,0.0001626280696048138
2041,"37 11/16 x 24 11/16"" (95.8 x 62.7 cm)",2,0.0001626280696048138
2042,"50 5/16 x 35 5/8"" (127.8 x 90.5 cm)",2,0.0001626280696048138
2043,"composition: 2 3/8 x 3 1/16"" (6.1 x 7.7 cm); page: 7 1/2 x 5 1/8"" (19 x 13 cm)",2,0.0001626280696048138
2044,"28 7/8 x 19 7/8"" (73.3 x 50.5 cm)",2,0.0001626280696048138
2045,"assembled: 15 x 14"" (38.1 x 35.6 cm)
each canister: 3 1/2 x 11"" (8.9 x 27.9 cm)",2,0.0001626280696048138
2046,"composition (irreg.): 11 1/2 x 8 1/4"" (29.2 x 21 cm); page: 14 x 11"" (35.5 x 28 cm)",2,0.0001626280696048138
2047,"l. 10"" (25.4 cm)",2,0.0001626280696048138
2048,"composition (irreg.): 7 11/16 × 6 1/16"" (19.5 × 15.4 cm); page: 12 5/16 × 9 13/16"" (31.3 × 25 cm)",2,0.0001626280696048138
2049,"composition (irreg.): 15 1/4 x 11 3/4"" (38.7 x 29.8 cm); page: 16 9/16 x 12 5/8"" (42 x 32 cm)",2,0.0001626280696048138
2050,"plate: 8 3/16 × 6 1/16"" (20.8 × 15.4 cm); page: 11 13/16 × 8 1/4"" (30 × 21 cm)",2,0.0001626280696048138
2051,"22 7/16 x 16 7/16"" (57 x 41.7 cm)",2,0.0001626280696048138
2052,"28 1/16 x 18"" (71.3 x 45.7 cm)",2,0.0001626280696048138
2053,"page (irreg.):  17 5/16 x 12 13/16"" (44 x 32.5 cm); prints:  various dimensions.",2,0.0001626280696048138
2054,".1 (knife): 3 1/2 x 4 x 1"" (8.9 x 10.2 x 2.5 cm)
.2 (cutting board): 5 1/4 x 15 1/16 x 5 3/8"" (13.3 x 38.3 x 13.7 cm)",2,0.0001626280696048138
2055,"28 13/16 x 36 1/16"" (73.2 x 91.6 cm)",2,0.0001626280696048138
2056,"11 1/2 x 4 3/4"" (29.2 x 12 cm)",2,0.0001626280696048138
2057,"composition (irreg.): 16 × 21 1/4"" (40.6 × 54 cm); sheet: 16 5/16 × 23 1/16"" (41.5 × 58.5 cm)",2,0.0001626280696048138
2058,"page  12 9/16 x 9 5/8"" (32 x 24.5 cm)
prints: various dimensions.",2,0.0001626280696048138
2059,"18 x 33 1/2"" (45.7 x 85.1 cm)",2,0.0001626280696048138
2060,"composition (irreg.): 6 3/4 x 4 5/16"" (17.2 x 11 cm); page: 13 3/4 × 10 5/8"" (35 × 27 cm)",2,0.0001626280696048138
2061,"11 x 8 7/16"" (27.9 x 21.4 cm)",2,0.0001626280696048138
2062,"33 x 22"" (83.8 x 55.9cm)",2,0.0001626280696048138
2063,".1 (small oval dish): 1 1/2 x 5 1/16 x 2 9/16"" (3.8 x 12.9 x 6.5 cm)
.2 (creamer): 2 1/2 x 4 1/4"" (6.3 x 10.8 cm)
.3a (divided relish dish): 1 1/2 x 11 3/8 x 6 1/2"" (3.8 x 28.9 x 16.5 cm)
.3b and .3c (spoons): 7 5/16 x 1 11/16"" (18.6 x 4.3 cm)",2,0.0001626280696048138
2064,"49 1/2 x 29"" (125.7 x 73.7)",2,0.0001626280696048138
2065,"composition and page: 14 3/4 x 10 13/16"" (37.5 x 27.5 cm)",2,0.0001626280696048138
2066,"composition (irreg.): 7 3/16 × 7 1/8"" (18.2 × 18.1 cm); page (each): 17 11/16 × 7 7/8"" (45 × 20 cm)",2,0.0001626280696048138
2067,"plate: 9 7/8 x 4"" (25.1 x 10.1cm); sheet: 11 3/4 x 11 13/16"" (29.9 x 30 cm)",2,0.0001626280696048138
2068,"composition: 9 7/8 x 9 7/8"" (25.1 x 25.1 cm); page: 11 7/16 x 11 9/16"" (29 x 29.4 cm)",2,0.0001626280696048138
2069,"plate: 4 5/8 x 6 1/16"" (11.7 x 15.4cm); page: 11 3/4 x 9 7/16"" (29.8 x 24 cm)",2,0.0001626280696048138
2070,"composition (each): 6 15/16 x 5 1/16"" (17.7 x 12.8 cm)
page: 8 x 8 1/16"" (20.3 x 20.5 cm)",2,0.0001626280696048138
2071,"21 x 14 3/4"" (53.3 x 37.5 cm)",2,0.0001626280696048138
2072,"page  7 7/8 x 7 7/8"" (20 x 20 cm)",2,0.0001626280696048138
2073,"composition (irreg.): 11 9/16 × 8 9/16"" (29.4 × 21.7 cm); page: 12 11/16 × 9 3/4"" (32.2 × 24.8 cm)",2,0.0001626280696048138
2074,"composition: 12 1/2 × 9 15/16"" (31.7 × 25.2 cm); page (each): 12 1/2 × 9 15/16"" (31.7 × 25.2 cm)",2,0.0001626280696048138
2075,"composition (irreg.): 13 1/2 × 8 1/16"" (34.3 × 20.4 cm); page: 14 3/16 × 10 1/8"" (36 × 25.7 cm)",2,0.0001626280696048138
2076,"composition (irreg.): 5 13/16 x 8 1/16"" (14.7 x 20.5 cm); page: 9 1/16 x 12"" (23 x 30.5 cm)",2,0.0001626280696048138
2077,"page (each): 9 5/8 x 9 1/4"" (24.5 x 23.5 cm); overall: 9 5/8 x 9 1/4 x 1/16"" (24.4 x 23.5 x 0.2 cm)",2,0.0001626280696048138
2078,"8 7/8 x 18 1/2 x 9 5/8"" (22.5 x 47 x 24.5 cm)",2,0.0001626280696048138
2079,"36"" x 35 1/2"" (91.5 x 90.2 cm)",2,0.0001626280696048138
2080,".1 (cup): 2 7/8 x 4"" (7.3 x 10.2 cm)
.2 (saucer): 1 1/4 x 7"" (3.2 x 17.8 cm)",2,0.0001626280696048138
2081,"composition (irreg.): 15 1/16 × 12"" (38.2 × 30.5 cm); page (each approx.): 16 5/8 × 12 11/16"" (42.3 × 32.3 cm)",2,0.0001626280696048138
2082,"15 x 15"" (38.1 x 38.1 cm)",2,0.0001626280696048138
2083,"33 x 48"" (83.8 x 121.9 cm)",2,0.0001626280696048138
2084,"39 1/2 x 27"" (100.3 x 68.6 cm)",2,0.0001626280696048138
2085,"22 1/4 x 15 7/8"" (56.5 x 40.3 cm)",2,0.0001626280696048138
2086,"composition (irreg.): 7 5/16 x 10 3/8"" (18.5 x 26.4 cm); page: 9 9/16 x 12 11/16"" (24.3 x 32.3 cm)",2,0.0001626280696048138
2087,"composition (irreg.): 16 1/16 × 24 1/8"" (40.8 × 61.3 cm); sheet: 16 5/8 × 25 9/16"" (42.3 × 65 cm)",2,0.0001626280696048138
2088,"4 11/16 x 2 7/16"" (11.9 x 6.2 cm)",2,0.0001626280696048138
2089,"composition (irreg.): 9 1/2 x 8 1/16"" (24.1 x 20.5 cm); page: 14 15/16 x 11 1/8"" (38 x 28.2 cm)",2,0.0001626280696048138
2090,"12 1/16 x 8 7/8"" (30.6 x 22.6 cm)",2,0.0001626280696048138
2091,"7 1/8 x 7"" (18.1 x 17.8 cm)",2,0.0001626280696048138
2092,"composition (irreg.): 10 1/2 x 7 1/2"" (26.6 x 19cm); page: 12 13/16 × 9 15/16"" (32.6 × 25.2 cm)",2,0.0001626280696048138
2093,".1: 5 1/8 x 2 3/4"" (13 x 7 cm)
.2: 3 3/16 x 2 3/4"" (8.1 x 7 cm)
.3: 2 3/8 x 1 13/16"" (6.1 x 4.6 cm)
.5: 2 11/16 x 2 1/8"" (6.8 x 5.4 cm)
.6: 3 x 2 3/8"" (7.6 x 6.1 cm)
.7-.9: 2 15/16 x 2 3/8"" (7.5 x 6.1 cm)",2,0.0001626280696048138
2094,"h. 11 3/4"" (29.8 cm)",2,0.0001626280696048138
2095,".1a (bolt): l. 6 1/4"" (15.9 cm), diam. 1 1/2"" (3.8 cm)
.1b (nut): l. 7/8"" (2.2 cm), diam. 1 1/2"" (3.8 cm)
.2a (bolt): l. 5 1/2"" (14 cm), diam. 1 1/2"" (3.8 cm)
.2b (nut): l. 7/8"" (2.3 cm), diam. 1 1/2"" (3.8 cm)",2,0.0001626280696048138
2096,"page  16 3/4 x 12 7/16"" (42 x 31.6 cm)
prints:  various dimensions.",2,0.0001626280696048138
2097,"28 x 18"" (71.1 x 45.7cm)",2,0.0001626280696048138
2098,"each: h. 2 1/2"" (6.4 cm), diam. 1 5/8"" (4.1 cm)",2,0.0001626280696048138
2099,"2 1/8 x 9 5/8"" (5.4 x 24.4 cm)",2,0.0001626280696048138
2100,"30 5/8 x 25 15/16"" (77.8 x 65.9 cm)",2,0.0001626280696048138
2101,"h. 1 1/16"" (2.7 cm), diam. 5 15/16"" (15.1 cm)",2,0.0001626280696048138
2102,"composition (irreg.): 1 5/16 × 2 1/8"" (3.3 × 5.4 cm); page (irreg.): 8 1/4 × 5 5/16"" (21 × 13.5 cm)",2,0.0001626280696048138
2103,"each: l. 8 1/2"" (21.6 cm)",2,0.0001626280696048138
2104,"composition and page: 12 11/16 × 9 13/16"" (32.2 × 25 cm)",2,0.0001626280696048138
2105,"composition (irreg.): 5 1/8 x 4 7/16"" (13 x 11.3 cm); page: 12 3/16 x 9 1/4"" (31 x 23.5 cm)",2,0.0001626280696048138
2106,"36 1/4 x 48 7/8 x 48 7/8"" (92 x 124.1 x 124.1 cm)",2,0.0001626280696048138
2107,"32 1/2 x 21 1/2"" (82.5 x 54.6 cm)",2,0.0001626280696048138
2108,"8 1/4 x 6 3/8"" (21 x 16.2 cm)",2,0.0001626280696048138
2109,"composition (irreg.): 10 7/16 x 8 9/16"" (26.5 x 21.8 cm); page: 14 3/16 x 11 1/4"" (36 x 28.5 cm)",2,0.0001626280696048138
2110,"composition (irreg.): 10 1/16 x 6 3/4"" (25.5 x 17.1 cm); page: 10 13/16 x 8 9/16"" (27.5 x 21.7 cm)",2,0.0001626280696048138
2111,"composition (irreg.): 4 3/4 x 3 1/8"" (12 x 8cm); page: 12 5/8 × 9 13/16"" (32 × 25 cm)",2,0.0001626280696048138
2112,"7 1/2 x 5 1/2 x 7 3/4"" (19.1 x 14 x 19.7 cm)",2,0.0001626280696048138
2113,"17 1/4 x 29 1/8 x 29 1/8"" (43.8 x 74 x 74 cm)",2,0.0001626280696048138
2114,"page (each): 11 7/8 × 8 7/16"" (30.1 × 21.5 cm); overall (closed): 11 7/8 × 8 7/16 × 1/8"" (30.2 × 21.5 × 0.3 cm)",2,0.0001626280696048138
2115,"23 3/4 x 109 1/2"" (60.3 x 278.1 cm)",2,0.0001626280696048138
2116,"23 1/4 x 33"" (59.1 x 83.8cm)",2,0.0001626280696048138
2117,"39 1/8x 27 3/4"" (99.5 x 70.5 cm)",2,0.0001626280696048138
2118,"composition (irreg.): 3 3/4 x 5 5/16"" (9.6 x 13.5 cm); page (each): 12 3/16 x 9 1/4"" (31 x 23.5 cm); overall: 12 1/2 x 9 7/16 x 5/16"" (31.7 x 24 x 0.8 cm)",2,0.0001626280696048138
2119,"43 x 31"" (109.2 x 78.8 cm)",2,0.0001626280696048138
2120,"28 3/4 x 35 7/8"" (73 x 91.1 cm)",2,0.0001626280696048138
2121,"12 1/4 x 24 3/8"" (31.1 x 61.9 cm)",2,0.0001626280696048138
2122,"each: h. 21 3/4"" (55.2 cm), diam. 5 1/8"" (13 cm)",2,0.0001626280696048138
2123,"composition: 8 1/16 × 5 15/16"" (20.4 × 15.1 cm); sheet: 11 1/16 × 8 7/8"" (28.1 × 22.6 cm)",2,0.0001626280696048138
2124,"composition (irreg.): 2 3/4 × 6 1/16"" (7 × 15.4 cm); page: 12 11/16 × 9 15/16"" (32.3 × 25.2 cm)",2,0.0001626280696048138
2125,"29 1/2 x 18 1/2 x 19 3/4"" (74.9 x 47 x 50.2 cm)",2,0.0001626280696048138
2126,"29 1/8 x 19 13/16"" (73.9 x 50.2 cm)",2,0.0001626280696048138
2127,"irreg composition  10 15/16 x 7 9/16"" (27.8 x 19.3 cm)",2,0.0001626280696048138
2128,"9 15/16 x 26 3/4"" (25.3 x 67.9 cm)",2,0.0001626280696048138
2129,"45 x 60"" (114.3 x 152.4 cm)",2,0.0001626280696048138
2130,"page: 8 3/8 x 6 1/8"" (21.2 x 15.5 cm)",2,0.0001626280696048138
2131,"50 3/8 x 35 3/8"" (127.9 x 90 cm)",2,0.0001626280696048138
2132,"page (each): 11 9/16 x 9 1/16"" (29.3 x 23 cm)",2,0.0001626280696048138
2133,"4 1/4 x 7 3/4 x 42"" (10.8 x 19.7 x 106.7 cm)",2,0.0001626280696048138
2134,"29 3/4 x 19 3/4"" (75.6 x 50.2 cm)",2,0.0001626280696048138
2135,"39 1/2 x 24 1/2"" (97.8 x 62 cm)",2,0.0001626280696048138
2136,"42 x 50 1/2"" (106.7 x 128.2 cm)",2,0.0001626280696048138
2137,"14 1/8 x 10 1/8"" (35.9 x 25.7 cm)",2,0.0001626280696048138
2138,"composition (irreg.): 4 3/4 × 4 1/4"" (12 × 10.8 cm); page: 9 15/16 × 8 1/8"" (25.2 × 20.6 cm)",2,0.0001626280696048138
2139,"sheet  4 5/8 x 3 1/2"" (11.8 x 8.9 cm)
page  4 13/16 x 3 9/16"" (12 x 9.1 cm)
prints:  various dimensions.",2,0.0001626280696048138
2140,".x1: 2 1/8 x 9 5/8"" (5.4 x 24.4 cm)
.x2: 1 3/4 x 7 7/8"" (4.4 x 20 cm)",2,0.0001626280696048138
2141,"56 5/8 x 37"" (143.8 x 94 cm)",2,0.0001626280696048138
2142,"9 x 3 3/8"" (22.8 x 8.5 cm)",2,0.0001626280696048138
2143,"2 1/4 x 1 7/8"" (5.7 x 4.8 cm)",2,0.0001626280696048138
2144,"8 1/2"" (21.6 cm)",2,0.0001626280696048138
2145,"composition (irreg.): 8 7/8 × 10 1/16"" (22.5 × 25.5 cm); page: 12 3/4 × 9 15/16"" (32.4 × 25.2 cm)",2,0.0001626280696048138
2146,"composition: 15 1/8 × 13"" (38.4 × 33 cm); page (irreg.): 20 1/16 × 16"" (50.9 × 40.6 cm)",2,0.0001626280696048138
2147,"36 15/16 x 14 3/8 x 13 1/4"" (93.8 x 36.5 x 33.7 cm); seat h. 16 7/8"" (42.9 cm)",2,0.0001626280696048138
2148,"composition (irreg.): 15/16 × 1 3/4"" (2.4 × 4.4 cm); page (irreg.): 8 1/4 × 5 5/16"" (21 × 13.5 cm)",2,0.0001626280696048138
2149,"2 5/8 x 2 5/8"" (6.7 x 6.7 cm)",2,0.0001626280696048138
2150,"plate: 15 1/16 x 11 1/4"" (38.2 x 28.5cm); sheet: 17 11/16 × 14 1/8"" (45 × 35.8 cm)",2,0.0001626280696048138
2151,"36 1/4 x 16 7/8 x 16"" (92.1 x 42.9 x 40.6 cm), seat h. 20 1/2"" (52.1 cm)",2,0.0001626280696048138
2152,"29 7/8 x 33 3/8 x 28"" (75.9 x 84.7 x 71.1 cm)",2,0.0001626280696048138
2153,"composition (irreg.): 16 7/16 × 24 1/2"" (41.8 × 62.2 cm); page (each approx.): 16 5/8 × 12 11/16"" (42.3 × 32.3 cm)",2,0.0001626280696048138
2154,"17 1/4 x 17 1/4 x 5 3/4"" (43.8 x 43.8 x 14.6 cm)",2,0.0001626280696048138
2155,"29 x 22 1/8 x 18 1/4"" (73.7 x 56.2 x 46.4 cm)",2,0.0001626280696048138
2156,"3 7/8 x 20 5/8"" (9.8 x 52.4 cm)",2,0.0001626280696048138
2157,"39 3/8 x 28"" (100 x 71.1cm)",2,0.0001626280696048138
2158,"61 x 39 3/4"" (154.9 x 101 cm)",2,0.0001626280696048138
2159,"16 x 17"" (40.6 x 43.2 cm)",2,0.0001626280696048138
2160,"page (irreg.): 6 7/8 x 4 5/8"" (17.4 x 11.7 cm)",2,0.0001626280696048138
2161,".a (base with ring): 28 3/8 x 11 1/2 x 16"" (72 x 29.2 x 40.6 cm)
.b (extractor coffeemaker): 22 1/2 x 11"" (57.2 x 27.9 cm)",2,0.0001626280696048138
2162,"composition (irreg.): 8 11/16 x 11 1/2"" (22 x 29.2 cm); page: 14 x 11"" (35.5 x 28 cm)",2,0.0001626280696048138
2163,"11 3/8 x 16"" (28.9 x 40.6 cm)",2,0.0001626280696048138
2164,"plate: 8 11/16 x 5 7/8"" (22.1 x 15 cm); page: 11 7/16 x 9 1/4"" (29 x 23.5 cm)",2,0.0001626280696048138
2165,"irreg. page  10 7/16 x 7 1/2"" (26 x 19 cm)
prints:  various dimensions.",2,0.0001626280696048138
2166,"59 1/2 x 55"" (151.1 x 139.7 cm)",2,0.0001626280696048138
2167,"l. 12 3/16"" (30.9 cm)",2,0.0001626280696048138
2168,"5 1/2 x 6"" (14 x 15.2 cm)",2,0.0001626280696048138
2169,"31 1/8 x 43"" (79.1 x 109.2 cm)",2,0.0001626280696048138
2170,"composition (see child records): dimensions vary; page (each): 16 1/8 x 12 5/16"" (41 x 31.3cm)",2,0.0001626280696048138
2171,"plate: 5 13/16 × 4 1/16"" (14.8 × 10.3 cm); page: 9 7/16 × 6"" (24 × 15.2 cm)",2,0.0001626280696048138
2172,"6 1/4 x 6 3/4 x 1 5/8"" (15.9 x 17.2 x 4.2 cm)",2,0.0001626280696048138
2173,"5 3/4 x 8 1/4"" (14.6 x 21 cm)",2,0.0001626280696048138
2174,"irreg. composition  10 7/16 x 9 13/16"" (26.5 x 25 cm)",2,0.0001626280696048138
2175,"plate: 7 15/16 × 4 15/16"" (20.1 × 12.5 cm); sheet: 11 13/16 × 8 11/16"" (30 × 22 cm)",2,0.0001626280696048138
2176,"2 5/8 x 8 3/4 x 15 1/4"" (6.7 x 22.2 x 38.7 cm)",2,0.0001626280696048138
2177,".1: diam. 6 11/16"" (17 cm)
.2: diam. 6 1/4"" (15.8 cm)",2,0.0001626280696048138
2178,"composition (irreg.): 8 x 6 1/2"" (20.3 x 16.5 cm); page: 10 13/16 x 8 9/16"" (27.5 x 21.7 cm)",2,0.0001626280696048138
2179,"57 1/2 x 39"" (146 x 99 cm)",2,0.0001626280696048138
2180,"46 3/4 x  33"" ( 118.8 x  83.9 cm)",2,0.0001626280696048138
2181,"76 x 25 1/2 x 15"" (193 x 64.8 x 38.1 cm)",2,0.0001626280696048138
2182,"page: 15 3/8 x 11 1/4"" (39 x 28.5 cm)",2,0.0001626280696048138
2183,"composition (irreg.) and sheet: 23 1/4 × 17 5/16"" (59 × 44 cm)",2,0.0001626280696048138
2184,"37 1/4 x 27 1/2"" (94.6 x 69.9 cm)",2,0.0001626280696048138
2185,"7 7/8 x 9 3/4 x 3 7/8"" (20 x 24.7 x 9.8 cm)",2,0.0001626280696048138
2186,".1: h. 17 1/4"" (43.8 cm), diam. 14"" (35.5 cm); 
.2: h. 17 3/8"" (44.1 cm), diam. 13 5/8"" (34.6 cm); 
.3: h. 16 3/4"" (42.5 cm), diam. 13 7/8"" (35.3 cm)",2,0.0001626280696048138
2187,"15 1/2 x 2"" (39.4 x 5.1 cm)",2,0.0001626280696048138
2188,"27 3/8 x 29 7/8"" (69.5 x 75.9 cm)",2,0.0001626280696048138
2189,"31 1/2 x 22"" (80 x 55.9 cm)",2,0.0001626280696048138
2190,"4 1/2 x 15 1/4 x 15"" (11.5 x 38.7 x 38 cm)",2,0.0001626280696048138
2191,"85 1/2 x 85 1/2"" (217.5 x 217.5 cm)",2,0.0001626280696048138
2192,"composition (irreg.): 9 5/16 × 16 7/16"" (23.6 × 41.7 cm); sheet: 11 7/16 × 17 1/16"" (29 × 43.3 cm)",2,0.0001626280696048138
2193,"page: 8 x 5 7/8"" (20.3 x 15 cm)",2,0.0001626280696048138
2194,"45 13/16 x 29 5/8"" (116.3 x 75.3 cm)",2,0.0001626280696048138
2195,"plate: 7 11/16 x 6"" (19.6 x 15.2 cm); page: 13 x 9 7/16"" (33 x 24 cm)",2,0.0001626280696048138
2196,"39 3/8 x 27 15/16"" (100 x 71 cm)",2,0.0001626280696048138
2197,"page (each): 4 5/16 × 5 3/4"" (11 × 14.6 cm); overall (closed): 4 5/16 × 5 13/16 × 1/16"" (11 × 14.7 × 0.1 cm)",2,0.0001626280696048138
2198,"39 3/4 x 22"" (101 x 55.9 cm)",2,0.0001626280696048138
2199,"13 x 16 1/2"" (33 x 41.9 cm)",2,0.0001626280696048138
2200,"5 5/8 x 6 5/16 x 6 5/16"" (14.3 x 16 x 16 cm)",2,0.0001626280696048138
2201,"8 7/8 x 5 3/4"" (22.5 x 14.6 cm)",2,0.0001626280696048138
2202,"composition (irreg.): 10 3/16 × 8 1/8"" (25.8 × 20.7 cm); sheet: 10 15/16 × 8 7/16"" (27.8 × 21.5 cm)",2,0.0001626280696048138
2203,"composition (irreg.): 3 7/8 × 4 13/16"" (9.9 × 12.2 cm); page (each approx.): 16 5/8 × 12 11/16"" (42.3 × 32.3 cm)",2,0.0001626280696048138
2204,"33 x 44"" (83.8 x 111.8cm)",2,0.0001626280696048138
2205,"4 1/4 x 11"" (10.8 x 27.9 cm)",2,0.0001626280696048138
2206,"composition: 7 7/8 x 7 15/16"" (20 x 20.2 cm); page: 9 1/16 × 9 1/8"" (23 × 23.1 cm)",2,0.0001626280696048138
2207,"composition (irreg.): 2 1/2 x 3 1/8"" (6.3 x 7.9 cm); page: 11 1/16 x 10 7/8"" (28.1 x 27.7 cm)",2,0.0001626280696048138
2208,"composition: 13 5/16 × 18 15/16"" (33.8 × 48.1 cm); page: 14 × 19 11/16"" (35.5 × 50 cm)",2,0.0001626280696048138
2209,"8 5/8 x 10 5/8"" (21.9 x 27 cm)",2,0.0001626280696048138
2210,"29 3/4 x 22 3/8"" (75.6 x 56.8 cm)",2,0.0001626280696048138
2211,"30 1/4 x 25 x 23 3/4"" (76.8 x 63.5 x 60.3 cm)",2,0.0001626280696048138
2212,"composition (irreg.): 9 x 5 3/16"" (22.8 x 13.2 cm); page: 9 3/8 x 8 1/16"" (23.8 x 20.4 cm)",2,0.0001626280696048138
2213,"plate: 11 15/16 × 15 7/8"" (30.3 × 40.3 cm); page: 19 11/16 × 24 5/8"" (50 × 62.5 cm)",2,0.0001626280696048138
2214,"13 3/4 x 20 x 7 1/2"" (35 x 50.8 x 19.1 cm)",2,0.0001626280696048138
2215,"8 1/4 x 11 3/4"" (21 x 29.8 cm)",2,0.0001626280696048138
2216,"3 1/2 x 2 1/4"" (8.9 x 5.7 cm)",2,0.0001626280696048138
2217,"2 1/2 x 2 3/4"" (6.4 x 7 cm)",2,0.0001626280696048138
2218,"11 1/8 x 17 x 7 3/4"" (28.3 x 43.2 x 19.7 cm)",2,0.0001626280696048138
2219,"39 x 27 1/2"" (99 x 69.8cm)",2,0.0001626280696048138
2220,"26 x 16 1/2"" (66 x 41.9 cm)",2,0.0001626280696048138
2221,"plate: 13 13/16 × 8 15/16"" (35.1 × 22.7 cm); page: 22 1/2 × 15 7/8"" (57.2 × 40.3 cm)",2,0.0001626280696048138
2222,"46 x 60"" (116.8 x 152.4cm)",2,0.0001626280696048138
2223,"composition (irreg.): 11 1/8 x 8 7/16"" (28.2 x 21.5 cm); page: 14 x 11"" (35.5 x 28 cm)",2,0.0001626280696048138
2224,"64 1/2 x 46"" (163.8 x 116.8 cm)",2,0.0001626280696048138
2225,"overall (irreg.): 13 1/16 × 9 13/16 × 1 1/8"" (33.1 × 25 × 2.8 cm)",2,0.0001626280696048138
2226,"composition: 8 1/16 × 5 7/8"" (20.4 × 14.9 cm); page: 11 1/4 × 8 7/8"" (28.5 × 22.5 cm)",2,0.0001626280696048138
2227,"4 x 9 1/4"" (10.1 x 23.5 cm)",2,0.0001626280696048138
2228,"6 3/4 x 7 1/2 x 2"" (17.1 x 19 x 5.1 cm)",2,0.0001626280696048138
2229,"expanded: 16 x 3 1/4"" (40.6 x 8.3 cm)
compact: 6 x 3 1/4"" (15.2 x 8.3 cm)",2,0.0001626280696048138
2230,"37 3/8 x 24 3/8"" (94.9 x 62 cm)",2,0.0001626280696048138
2231,"page  14 15/16 x 11 5/16"" (38 x 28.8 cm)
prints: various dimensions.",2,0.0001626280696048138
2232,"25 x 39 1/4""",2,0.0001626280696048138
2233,"plate: 7 11/16 x 10 7/8"" (19.5 x 27.7 cm); page: 13 x 9 15/16"" (33 x 25.2 cm)",2,0.0001626280696048138
2234,"7 1/2 x 5 3/8"" (19 x 13.7 cm)",2,0.0001626280696048138
2235,"composition (irreg.): 6 9/16 × 4 3/16"" (16.7 × 10.7 cm); page: 9 15/16 × 8 1/8"" (25.2 × 20.6 cm)",2,0.0001626280696048138
2236,"32 7/16 x 24 3/4"" (82.4 x 62.9 cm)",2,0.0001626280696048138
2237,"composition (irreg.): 10 13/16 x 8 11/16"" (27.5 x 22 cm); sheet: 14 3/16 x 11 1/4"" (36 x 28.5 cm)",2,0.0001626280696048138
2238,"h. 12 1/4"" (31.1 cm), base diam. 6 3/8"" (16.2 cm); h. (extended) 15 7/8"" (40.3 cm)
shade diam. 5 1/2"" (14 cm)",2,0.0001626280696048138
2239,"composition (irreg.): 5 3/8 × 5 1/2"" (13.6 × 13.9 cm); page: 9 1/2 × 6 1/2"" (24.2 × 16.5 cm)",2,0.0001626280696048138
2240,"composition: 13 3/8 × 14 7/8"" (34 × 37.8 cm); page: 14 3/16 × 19 13/16"" (36 × 50.3 cm)",2,0.0001626280696048138
2241,"composition (irreg.): 14 1/8 × 13 1/16"" (35.9 × 33.2 cm); page: 22 5/8 × 15 3/16"" (57.5 × 38.6 cm)",2,0.0001626280696048138
2242,"composition (irreg.): 11 11/16 × 13 5/8"" (29.7 × 34.6 cm); page: 22 5/8 × 15 1/4"" (57.5 × 38.7 cm)",2,0.0001626280696048138
2243,"23 3/8 x 18 13/16"" (64.5 x 47.7 cm)",2,0.0001626280696048138
2244,"5 15/16 x 5 15/16"" (15.0 x 15.0 cm)",2,0.0001626280696048138
2245,"16 x 15 1/2"" (40.6 x 39.4cm)",2,0.0001626280696048138
2246,"composition: 8 7/8 x 11 3/16"" (22.5 x 28.4 cm); page: 8 11/16 x 6 1/4"" (22 x 15.8 cm)",2,0.0001626280696048138
2247,"page  9 1/16 x 6 5/16"" (23 x 16.1 cm)
prints:  various dimensions.",2,0.0001626280696048138
2248,"each: 1 7/8 x 1 7/8"" (4.8 x 4.8 cm)",2,0.0001626280696048138
2249,"composition (irreg.): 11 1/8 × 8 9/16"" (28.2 × 21.7 cm); page (each): 13 7/16 × 9 5/8"" (34.2 × 24.5 cm)",2,0.0001626280696048138
2250,"11 1/2 x 119 x 99 1/2"" (29.2 x 302.3 x 252.7 cm)",2,0.0001626280696048138
2251,"5 3/4 x 11 3/4 x 2 1/2"" (14.6 x 29.8 x 6.4 cm)",2,0.0001626280696048138
2252,"1 1/8 x 5 1/8"" (2.8 x 13 cm)",2,0.0001626280696048138
2253,"composition (irreg.): 9 3/8 × 7 13/16"" (23.8 × 19.8 cm); page: 9 7/16 × 8"" (24 × 20.3 cm)",2,0.0001626280696048138
2254,"composition (irreg.): 5 7/8 × 6 1/4"" (15 × 15.9 cm); page: 12 13/16 × 9 15/16"" (32.6 × 25.2 cm)",2,0.0001626280696048138
2255,"page (each): 7 x 5 3/16"" (17.8 x 13.1 cm)",2,0.0001626280696048138
2256,"composition (irreg.): 8 7/16 x 5 1/2"" (21.5 x 13.9 cm); page: 13 3/8 × 10 7/16"" (34 × 26.5 cm)",2,0.0001626280696048138
2257,"plate: 11 x 8 7/16"" (27.9 x 21.4cm)",2,0.0001626280696048138
